username,total_recent_plays,n_songs,n_artists,top_artist,top_track,last_played,generated_time
Muntakim,25,10,10,Kumar Sanu,"Maine Tumse Pyaar (From ""Barsaat"") — Alka Yagnik, Nadeem Shravan",2026-03-07T04:18:21.464Z,2026-03-07T05:02:48.833899+00:00
